page,region,label,taux_pauvrete,vulnerabilite,severite,inegalite,idh,ids
34,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi Abdallah,32.36,36.02,2.94,26.5,0.439,0.107
34,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Saidate,32.34,32.29,3.56,29.99,0.468,0.253
34,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Ezzaouite,31.95,28.32,4.28,33.28,0.399,0.161
34,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi Ali Labrahla,31.88,33.73,3.31,29.08,0.545,0.569
34,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Assahrij,31.66,26.47,4.28,35.17,0.514,0.633
34,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Anougal,31.64,31.05,3.72,31.35,0.356,0.143
34,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ijoukak,31.61,25.36,4.58,37.75,0.434,0.296
35,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Assais,31.57,27.05,4.35,34.82,0.408,0.063
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Loued Lakhdar,31.54,28.06,4.04,34.28,0.49,0.612
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Ait Taleb,31.47,32.6,3.53,29.8,0.443,0.163
35,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Sidi Kaouki,31.33,23.64,4.89,38.46,0.555,0.398
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Eddachra,31.23,25.15,4.53,36.13,0.513,0.932
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Ahdil,31.2,37.01,2.7,26.23,0.492,0.155
35,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Korimate,31.19,26.21,4.37,35.48,0.449,0.24
35,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ait Aadel,31.08,30.52,3.41,31.23,0.411,0.173
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Oulad Moumna,30.8,28.87,3.87,32.46,0.457,0.194
35,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Ait Said,30.73,24.93,4.59,36.1,0.495,0.227
35,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Smimou,30.56,23.65,4.76,37.22,0.489,0.311
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Sid L'Mokhtar,30.49,29.67,3.73,31.92,0.536,0.362
35,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Lalla Takarkoust,30.34,30.29,3.45,30.0,0.503,0.226
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Lamharra,30.19,38.12,2.71,25.58,0.489,0.292
35,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Oukaimden,30.18,26.02,3.87,35.21,0.437,0.464
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Nzalat Laadam,30.14,31.93,2.59,29.14,0.54,0.601
35,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Aghbar,30.08,27.06,3.83,34.61,0.347,0.09
35,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech M'Nabha,30.05,32.77,3.22,29.72,0.463,0.439
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Afalla Issen,30.05,30.97,3.42,32.16,0.397,0.08
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Adassil,29.93,30.07,3.43,33.37,0.422,0.109
35,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Tahelouante,29.82,29.59,3.73,32.57,0.378,0.06
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Sidi M'Hamed Dalil,29.77,36.42,2.62,26.88,0.415,0.195
35,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Meskala,29.52,25.31,4.14,36.3,0.507,0.284
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Douirane,28.83,23.86,3.96,37.27,0.485,0.474
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Sidi Abdelmoumen,28.45,26.63,3.59,35.01,0.384,0.134
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Assif El Mal,28.39,21.41,4.34,40.05,0.478,0.369
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Skhour Rhamna,28.09,32.1,3.01,29.79,0.46,0.287
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Taouloukoult,28.04,26.93,3.49,34.92,0.426,0.224
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Oued L'bour,27.91,24.13,3.91,36.05,0.526,0.219
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Assahrij (AC),27.89,32.84,1.87,29.63,0.499,
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi Ghanem,27.6,34.22,2.66,28.08,0.435,0.162
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Ait Hadi,27.31,23.87,3.95,37.16,0.543,0.583
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad El Garne,27.29,27.1,3.43,34.27,0.49,0.762
35,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Msabbel,27.26,25.18,3.77,35.55,0.512,0.756
35,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Imgdal,27.03,24.1,3.62,37.02,0.432,0.232
35,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Irohalen,26.79,27.78,3.03,33.73,0.406,0.244
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Yaacoub,26.78,28.56,3.08,32.05,0.474,0.343
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Bourrous,26.71,34.16,2.54,27.35,0.506,0.373
36,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Sidi Ahmed Essayeh,26.65,25.34,3.6,34.36,0.474,0.19
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Azgour,26.58,24.2,3.65,36.39,0.481,0.11
36,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Ouled Dlim,26.58,35.94,2.43,26.78,0.466,0.278
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tighedouine,26.5,29.68,2.78,33.24,0.407,0.293
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Massaoud,26.26,24.46,3.7,36.14,0.599,0.815
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Imloul,26.17,37.73,2.26,26.11,0.516,0.513
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi Mansour,25.9,36.96,2.29,26.02,0.442,0.159
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tamazouzte,25.89,33.92,2.55,27.98,0.504,0.298
36,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Adaghas,25.86,26.41,3.09,34.19,0.481,0.065
36,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Tafedna,25.79,28.39,3.05,32.38,0.533,0.158
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tamaguert,25.79,26.43,3.16,34.38,0.5,0.303
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Taouzint,25.78,31.94,2.76,29.47,0.528,0.468
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Aamer Tizmarine,25.6,29.75,2.91,32.02,0.466,0.333
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna El Marbouh,25.47,27.94,2.91,32.78,0.542,0.864
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Ras Ain Rhamna,25.06,36.69,2.1,26.9,0.513,0.485
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tazart,24.99,27.78,2.84,33.69,0.461,0.196
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna El Aamria,24.81,24.49,3.14,36.01,0.535,0.596
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Tlauh,24.79,33.11,2.48,28.64,0.542,0.546
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Zemrane,24.72,36.74,2.15,26.25,0.537,0.52
36,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Ichamraren,24.57,27.24,2.96,34.03,0.471,0.269
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ouirgane,24.5,24.58,3.01,39.46,0.501,0.332
36,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Gmassa,24.49,29.74,2.62,31.38,0.515,0.321
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ghmate,24.36,29.46,2.58,31.27,0.493,0.446
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ait Hkim Ait Yzid,24.3,29.56,2.56,30.53,0.429,0.229
36,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Moulay Bouzarqtoune,24.26,27.08,3.05,33.27,0.555,0.276
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Sti Fadma,24.11,25.07,2.88,36.79,0.398,0.434
36,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Sid Zouine,24.01,36.59,1.69,24.35,0.517,0.234
36,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Bouchane,23.98,29.64,2.6,32.0,0.507,0.286
36,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Iguerferouane,23.97,30.32,2.6,30.88,0.411,0.294
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Labrikiyne,23.84,35.47,2.12,27.15,0.481,0.3
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Cherki,23.66,33.26,2.28,28.29,0.48,0.295
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Aamer,23.65,30.22,2.53,30.55,0.524,0.752
37,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Majjat,23.6,31.51,2.28,30.02,0.516,0.374
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Sbih,23.47,30.08,2.53,30.02,0.519,0.591
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Khallouf,23.14,23.98,2.88,34.88,0.544,0.818
37,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Oulad Mtaa,22.8,23.88,2.93,36.01,0.598,0.613
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi Moussa,22.58,27.1,2.55,32.73,0.531,0.753
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Bouya Omar,22.4,25.46,2.7,34.45,0.514,0.786
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Mayate,22.32,33.75,2.03,27.57,0.489,0.417
37,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Nfifa,22.27,25.53,2.56,33.56,0.512,0.496
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Jbiel,22.21,30.89,2.18,29.71,0.496,0.498
37,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Lamzoudia,21.91,34.33,1.83,27.73,0.493,0.364
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi El Hattab,21.89,34.69,1.95,27.1,0.476,0.383
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi Aissa Ben Slimane,21.85,31.18,2.23,30.09,0.494,0.695
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Zarrad,21.85,32.58,2.09,28.66,0.496,0.632
37,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Moulay Brahim,21.63,32.57,2.0,27.94,0.44,0.222
37,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Ait Daoud (M),21.62,24.86,2.37,36.41,0.601,
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Chtaiba,21.44,27.2,2.44,32.93,0.541,0.779
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Lounasda,21.08,25.49,2.42,33.08,0.471,0.578
37,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Oulad Hassoune,20.89,30.67,2.0,30.35,0.544,0.6
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Jouala,20.71,32.84,1.9,28.39,0.551,0.534
37,MARRAKECH-TENSIFT-ALHAOUZ,"Al Haouz Sidi Abdellah Ghiat (AC) 20,64 27,68 2,28 33,18 0,616 - El Kelaa Des Sraghna Ben Guerir (M)",20.49,24.05,2.32,35.46,0.634,
37,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Laattaouia Ech- chaybia,20.47,33.15,1.76,26.74,0.495,0.429
37,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tidili Mesfioua,20.43,27.86,2.17,31.1,0.436,0.332
37,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Talat N'Yaaqoub,20.35,19.08,2.83,38.99,0.536,0.549
37,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Amizmiz,20.33,22.8,2.6,35.49,0.574,0.535
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Bouali Loued,20.3,26.57,2.23,32.15,0.586,0.7
38,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Sidi Bouzid Arragragui,20.23,23.83,2.45,35.63,0.555,0.557
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Abadou,20.16,27.06,2.23,32.16,0.502,0.318
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna M'Zem Sanhaja,20.09,28.82,2.01,30.43,0.521,0.622
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Oulad Aarrad,20.07,28.63,2.13,30.34,0.571,0.605
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Lalla Takarkoust (AC),19.3,24.2,2.1,35.46,0.598,
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Ouargui,19.15,25.65,2.14,33.02,0.585,0.867
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Znada,19.13,28.29,1.98,30.71,0.576,0.671
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Tamallalt (M),18.57,26.83,1.89,33.64,0.613,
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tizguine,18.17,21.86,2.2,34.53,0.57,0.463
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Laattaouia (M),18.05,25.05,1.89,34.21,0.634,
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Zemrane Charqia,17.79,25.5,1.94,32.45,0.552,0.797
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tameslohte,17.68,29.77,1.64,29.32,0.541,0.617
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Amghras,17.59,26.54,1.87,30.78,0.427,0.318
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Sidi Badhaj,17.24,19.64,2.14,36.37,0.517,0.709
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Laatamna,16.77,27.62,1.6,29.96,0.531,0.622
38,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Imintanoute (M),16.74,24.38,1.65,33.81,0.639,
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Touama,16.05,23.39,1.76,34.76,0.531,0.445
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tahannaout,15.81,29.55,1.34,28.43,0.529,0.43
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Dar Jamaa,15.81,25.63,1.61,29.76,0.438,0.275
38,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Ouahat Sidi Brahim,15.71,23.66,1.69,34.29,0.609,0.877
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Sidi Abdallah Ghiat,15.6,29.67,1.4,28.93,0.483,0.47
38,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Chichaoua (M),15.51,21.65,1.71,37.78,0.661,
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ait Faska,15.48,22.39,1.69,33.55,0.558,0.692
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Asni,15.46,19.67,1.8,37.5,0.517,0.586
38,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Harbil,15.31,28.05,1.45,29.35,0.543,0.609
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Choara,14.86,25.81,1.42,30.23,0.568,0.686
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Dzouz,14.77,32.11,1.18,25.96,0.537,0.492
38,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ourika,14.66,21.91,1.54,34.49,0.552,0.54
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Fraita,14.55,21.24,1.58,34.56,0.409,0.765
38,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Skhour Rhamna (AC),14.47,24.42,1.28,33.11,0.653,
39,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Tamanar (M),14.39,21.65,1.47,35.72,0.574,
39,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Centre Ghmat (AC),14.33,22.56,1.39,30.9,0.656,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Agafay,14.27,27.08,1.35,28.67,0.516,0.728
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Alouidane,13.36,25.27,1.24,30.35,0.598,0.657
39,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Smimou (AC),13.15,26.87,0.98,31.45,0.62,
39,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ait Ourir (M),12.09,18.44,1.31,36.49,0.648,
39,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi Rahhal (M),12.03,19.98,1.23,34.95,0.636,
39,MARRAKECH-TENSIFT-ALHAOUZ,AL haouz Tahannaout (AC),12.02,18.4,1.3,37.92,0.682,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Loudaya (AC),11.45,27.96,0.84,26.9,0.612,
39,MARRAKECH-TENSIFT-ALHAOUZ,Chichaoua Sid L'Mokhtar (AC),11.42,31.19,0.73,26.81,0.587,
39,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna Sidi Bou Othmane (AC),11.15,24.68,0.89,31.46,0.645,
39,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Talmest (M),11.12,18.43,1.06,34.87,0.615,
39,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Ait Sidi Daoud,11.01,21.39,1.07,31.7,0.514,0.593
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Souihla,10.24,24.36,0.89,28.93,0.552,0.686
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Annakhil (AR),9.6,21.75,0.84,33.38,0.602,
39,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira El Hanchane (M),9.26,20.14,0.76,31.14,0.625,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Méchouar Kasba (M),9.19,18.4,0.84,33.6,0.68,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Saada,8.84,19.43,0.78,30.46,0.585,0.728
39,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Amizmiz (AC),8.83,17.71,0.82,34.56,0.691,
39,MARRAKECH-TENSIFT-ALHAOUZ,El Kelaa Des Sraghna El Kelaâ des Sraghna (M),8.64,18.05,0.75,33.88,0.662,
39,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Tameslohte (AC),8.62,24.52,0.67,28.63,0.628,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Ait Imour,8.14,20.9,0.71,27.38,0.58,0.608
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Sid Zouine (AC),7.94,30.36,0.44,24.58,0.564,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Marrakech-Médina (AR),7.69,17.98,0.63,33.34,0.649,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Tassoultante,7.68,16.62,0.7,31.47,0.614,0.788
39,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Tafetachte (AC),7.07,13.92,0.63,35.87,0.681,
39,MARRAKECH-TENSIFT-ALHAOUZ,Al Haouz Moulay Brahim (AC),7.04,24.99,0.43,25.72,0.535,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Ménara (AR),6.59,12.0,0.68,38.2,0.704,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Sidi Youssef Ben Ali (AR),6.44,16.97,0.51,32.65,0.65,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Loudaya,6.44,14.82,0.55,29.39,0.558,0.589
39,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Essaouira (M),5.71,12.36,0.54,36.39,0.688,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Kettara (AC),5.38,10.35,0.55,35.83,0.7,
39,MARRAKECH-TENSIFT-ALHAOUZ,Essaouira Ounagha (AC),4.31,11.75,0.37,29.0,0.667,
39,MARRAKECH-TENSIFT-ALHAOUZ,Marrakech Gueliz (AR),3.2,6.35,0.32,42.11,0.75,
40,ORIENTAL,Figuig Abbou Lakhal,66.85,16.07,17.65,22.99,0.424,0.758
40,ORIENTAL,Figuig Boumerieme,62.68,20.32,13.34,33.59,0.325,0.197
40,ORIENTAL,Figuig Maatarka,62.53,19.42,13.71,37.78,0.405,0.188
40,ORIENTAL,Jerada Oulad Ghziyel,62.44,19.9,13.67,35.48,0.399,0.215
40,ORIENTAL,Taourirt Oulad M'hammed,59.07,21.22,11.98,31.81,0.322,0.003
40,ORIENTAL,Taourirt El Atef,58.03,23.28,10.83,30.68,0.308,0.239
40,ORIENTAL,Taourirt Sidi Ali Belkassem,51.71,22.06,9.48,38.63,0.445,0.254
40,ORIENTAL,Jerada Lebkhata,49.03,22.96,8.28,33.28,0.479,0.441
40,ORIENTAL,Figuig Tendrara,48.93,22.55,8.24,29.71,0.338,0.358
40,ORIENTAL,Figuig Bouanane,44.47,22.77,7.54,37.4,0.493,0.377
40,ORIENTAL,Figuig Talsint,43.81,23.81,7.19,35.4,0.375,0.208
40,ORIENTAL,Jerada Mrija,42.99,24.5,6.83,36.13,0.43,0.379
40,ORIENTAL,Oujda-Angad Mestferki,42.71,25.65,6.34,34.19,0.492,0.471
40,ORIENTAL,Jerada Tiouli,41.88,25.04,6.26,33.25,0.446,0.247
40,ORIENTAL,Taourirt Sidi Lahsen,41.83,25.98,6.18,33.55,0.451,0.227
40,ORIENTAL,Nador Oulad Amghar,41.79,26.09,6.24,33.53,0.469,0.109
40,ORIENTAL,Nador Oulad Boubker,41.69,25.9,5.92,33.62,0.384,0.237
40,ORIENTAL,Figuig Bni Tadjite,39.85,24.23,6.35,34.88,0.468,0.4
40,ORIENTAL,Berkane Tafoughalt,39.13,24.02,5.84,35.84,0.49,0.655
40,ORIENTAL,Figuig Bouchaouene,37.74,24.64,5.71,34.25,0.288,0.219
40,ORIENTAL,Jerada Bni Mathar,37.03,25.18,5.33,34.16,0.453,0.456
40,ORIENTAL,Nador Ijermaouas,35.63,27.19,4.65,33.38,0.467,0.114
40,ORIENTAL,Nador Hassi Berkane,35.54,26.33,4.69,33.39,0.488,0.279
40,ORIENTAL,Nador Afsou,34.78,28.07,4.18,31.17,0.424,0.169
40,ORIENTAL,Taourirt Tancherfi,34.51,27.71,4.14,31.61,0.432,0.248
40,ORIENTAL,Nador Tazaghine,33.71,24.54,4.55,36.02,0.521,0.386
40,ORIENTAL,Nador Trougout,33.57,26.66,4.26,33.04,0.464,0.153
40,ORIENTAL,Jerada Ras Asfour,33.45,26.21,4.21,30.47,0.509,0.316
40,ORIENTAL,Nador Boudinar,33.11,25.27,4.39,35.45,0.515,0.334
40,ORIENTAL,Jerada Oulad Sidi Abdelhakem,32.9,26.56,4.11,28.23,0.404,0.071
40,ORIENTAL,Oujda-Angad Sidi Boulenouar,32.7,26.19,4.19,32.35,0.444,0.395
40,ORIENTAL,Jerada Guenfouda,32.01,25.13,4.28,34.62,0.534,0.503
40,ORIENTAL,Figuig Bni Guil,31.67,22.49,4.48,35.37,0.495,0.696
40,ORIENTAL,Nador Bni Oukil Oulad M'Hand,30.14,26.38,3.54,33.61,0.527,0.214
40,ORIENTAL,Nador Ain Zohra,30.0,24.29,4.03,35.08,0.506,0.494
40,ORIENTAL,Taourirt Mechraa Hammadi,29.58,28.4,3.07,32.49,0.509,0.39
40,ORIENTAL,Jerada Laaouinate,28.21,22.97,3.79,34.94,0.514,0.594
40,ORIENTAL,Jerada Oued El Heimer (AC),27.18,21.89,3.65,37.32,0.634,
40,ORIENTAL,Taourirt Ahl Oued Za,26.55,23.5,3.49,35.2,0.503,0.53
40,ORIENTAL,Nador Amejjaou,26.52,26.78,2.98,32.29,0.501,0.078
41,ORIENTAL,Nador Tiztoutine Centre (AC),26.42,22.45,3.24,46.13,0.63,
41,ORIENTAL,Nador Talilit,26.36,23.98,3.08,33.63,0.515,0.613
41,ORIENTAL,Nador Bni Sidel Louta,25.38,24.23,3.06,34.88,0.544,0.316
41,ORIENTAL,Oujda-Angad Bsara,25.31,22.37,3.41,33.18,0.567,0.437
41,ORIENTAL,Oujda-Angad Ain Sfa,25.17,25.56,2.84,33.29,0.529,0.457
41,ORIENTAL,Taourirt Taourirt (M),24.93,21.69,2.97,42.25,0.635,
41,ORIENTAL,Nador Driouch,24.35,23.42,2.86,35.11,0.52,0.412
41,ORIENTAL,Nador Ait Mait,24.0,25.49,2.66,33.15,0.454,0.318
41,ORIENTAL,Jerada Jerada (M),23.83,22.94,2.77,39.55,0.639,
41,ORIENTAL,Berkane Sidi Bouhria,23.7,23.41,2.82,34.27,0.587,0.629
41,ORIENTAL,Nador Bni Marghnine,23.7,23.8,2.73,33.82,0.56,0.325
41,ORIENTAL,Nador Dar El Kebdani,23.58,23.83,2.65,34.62,0.573,0.254
41,ORIENTAL,Taourirt El Aioun Sidi Mellouk (M),23.42,22.78,2.61,41.29,0.629,
41,ORIENTAL,Nador Tiztoutine,23.15,24.64,2.47,33.51,0.513,0.401
41,ORIENTAL,Figuig Tendrara (AC),22.31,22.89,2.47,41.25,0.637,
41,ORIENTAL,Oujda-Angad Sidi Moussa Lemhaya,22.03,23.26,2.53,32.77,0.534,0.528
41,ORIENTAL,Taourirt Mestegmer,21.99,23.9,2.34,33.53,0.492,0.341
41,ORIENTAL,Jerada Ain Bni Mathar (M),21.79,22.15,2.43,40.38,0.638,
41,ORIENTAL,Jerada Gafait,21.72,22.31,2.64,33.38,0.466,0.748
41,ORIENTAL,Nador M'Hajer,21.42,24.17,2.22,31.91,0.413,0.173
41,ORIENTAL,Taourirt Ain Lehjer,21.41,24.43,2.21,32.3,0.521,0.387
41,ORIENTAL,Nador Midar,21.38,22.37,2.57,33.45,0.576,0.546
41,ORIENTAL,Berkane Rislane,21.36,23.9,2.29,33.13,0.582,0.46
