page,region,label,taux_pauvrete,vulnerabilite,severite,inegalite,idh,ids
49,DOUKALA-ABDA,El Jadida Oulad Amrane (AC),7.66,11.21,0.88,44.39,0.678,
49,DOUKALA-ABDA,Safi Safi (M),7.66,11.33,0.96,44.01,0.703,
49,DOUKALA-ABDA,Safi Youssoufia (M),7.57,11.34,0.93,41.82,0.683,
49,DOUKALA-ABDA,Safi Labkhati,7.54,23.1,0.35,26.33,0.551,0.39
49,DOUKALA-ABDA,El Jadida Moulay Abdallah,6.92,21.54,0.3,26.67,0.578,0.545
49,DOUKALA-ABDA,El Jadida Lmechrek,6.9,20.66,0.32,26.01,0.518,0.72
49,DOUKALA-ABDA,El Jadida El-Jadida (M),5.48,7.76,0.69,44.59,0.757,
49,DOUKALA-ABDA,El Jadida Sidi Bouzid (AC),3.03,3.3,0.33,43.09,0.756,
50,TADLA-AZILAL,Azilal Ait Oumdis,59.39,23.79,8.55,29.94,0.34,0.148
50,TADLA-AZILAL,Azilal Ait Blal,59.03,25.53,7.72,27.44,0.342,0.074
50,TADLA-AZILAL,Azilal Ait Bou Oulli,50.08,26.74,6.34,31.35,0.343,0.131
50,TADLA-AZILAL,Azilal Zaouiat Ahansal,49.45,28.44,5.65,29.77,0.292,0.066
50,TADLA-AZILAL,Azilal Ait Abbas,45.81,30.64,4.79,28.35,0.35,0.15
50,TADLA-AZILAL,Azilal Ait M'Hamed,44.68,30.46,4.56,29.66,0.364,0.209
50,TADLA-AZILAL,Azilal Ouaoula,42.36,32.56,3.78,26.9,0.416,0.248
50,TADLA-AZILAL,Azilal Tamda Noumercid,39.87,31.81,3.64,27.68,0.492,0.239
50,TADLA-AZILAL,Azilal Tifni,39.74,31.24,3.69,28.88,0.411,0.27
50,TADLA-AZILAL,Azilal Ait Tamlil,38.68,29.32,3.97,31.02,0.37,0.285
50,TADLA-AZILAL,Beni Mellal Naour,32.48,32.76,2.71,26.9,0.428,0.262
50,TADLA-AZILAL,Azilal Tabaroucht,32.37,31.21,2.98,27.73,0.437,0.028
50,TADLA-AZILAL,Azilal Tilougguite,30.68,30.47,2.6,31.86,0.398,0.127
50,TADLA-AZILAL,Azilal Isseksi,29.86,29.96,2.71,29.05,0.385,0.282
50,TADLA-AZILAL,Azilal Agoudi N'Lkhair,28.83,33.09,2.17,27.42,0.432,0.184
50,TADLA-AZILAL,Azilal Sidi Boulkhalf,28.44,30.18,2.48,30.77,0.372,0.238
50,TADLA-AZILAL,Azilal Tiffert N'Ait Hamza,28.28,31.45,2.23,28.83,0.369,0.405
50,TADLA-AZILAL,Azilal Tagleft,26.99,28.48,2.29,35.73,0.442,0.403
50,TADLA-AZILAL,Azilal Tabia,26.9,30.15,2.23,30.4,0.475,0.183
50,TADLA-AZILAL,Azilal Anergui,24.24,28.48,1.97,31.43,0.363,0.106
50,TADLA-AZILAL,Azilal Rfala,22.95,28.94,1.77,30.83,0.485,0.224
50,TADLA-AZILAL,Beni Mellal Boutferda,22.93,30.66,1.69,27.92,0.405,0.247
50,TADLA-AZILAL,Azilal Ait Mazigh,20.44,29.65,1.4,28.24,0.523,0.157
50,TADLA-AZILAL,Azilal Sidi Yacoub,20.41,31.7,1.27,26.9,0.461,0.323
50,TADLA-AZILAL,Azilal Tabant,20.05,25.44,1.63,34.45,0.491,0.413
50,TADLA-AZILAL,Azilal Ait Ouaarda,19.71,26.74,1.6,29.55,0.579,0.412
50,TADLA-AZILAL,Azilal Ouaouizeght,18.61,27.62,1.23,31.61,0.52,0.441
50,TADLA-AZILAL,Azilal Bin El Ouidane,18.6,26.45,1.27,31.17,0.513,0.436
50,TADLA-AZILAL,Beni Mellal Bni Chegdale,18.56,28.51,1.32,29.5,0.545,0.736
50,TADLA-AZILAL,Beni Mellal Foum El Anceur,16.53,24.39,1.08,32.99,0.523,0.662
50,TADLA-AZILAL,Azilal Ait Majden,16.29,26.72,1.08,30.79,0.485,0.437
50,TADLA-AZILAL,Beni Mellal Aghbala,16.27,27.52,1.08,28.51,0.434,0.19
50,TADLA-AZILAL,Azilal Anzou,16.02,28.5,0.93,28.12,0.502,0.497
50,TADLA-AZILAL,BENI MELLAL Dar Ould Zidouh (AC),15.6,20.67,2.03,41.39,0.653,
50,TADLA-AZILAL,Beni Mellal Oulad Youssef,15.58,26.08,0.99,29.8,0.557,0.731
50,TADLA-AZILAL,Azilal Taounza,15.44,28.44,0.91,28.83,0.493,0.39
50,TADLA-AZILAL,Azilal Tanant,15.33,27.21,0.92,30.75,0.531,0.405
50,TADLA-AZILAL,Azilal Bzou,15.08,25.05,0.98,31.14,0.527,0.61
50,TADLA-AZILAL,Beni Mellal Souk Sebt Oulad Nemma (M),14.75,18.4,1.99,42.54,0.631,
50,TADLA-AZILAL,Azilal Foum Jemaa,14.58,31.04,0.75,26.04,0.488,0.544
50,TADLA-AZILAL,BENI Sidi Jaber (AC),14.32,18.21,1.99,40.72,0.683,
51,TADLA-AZILAL,MELLAL Beni Mellal Tizi N'Isly,13.93,25.14,0.85,33.72,0.45,0.469
51,TADLA-AZILAL,Azilal Bni Hassane,13.88,30.21,0.67,25.76,0.513,0.346
51,TADLA-AZILAL,Azilal Ait Taguella,13.81,25.74,0.86,31.61,0.573,0.547
51,TADLA-AZILAL,Beni Mellal Oulad M'Barek (AC),13.76,18.6,1.81,39.99,0.637,
51,TADLA-AZILAL,Beni Mellal Oulad Ayad (M),13.43,17.27,1.81,40.89,0.631,
51,TADLA-AZILAL,Beni Mellal Oulad Yaich (AC),12.29,16.83,1.68,39.63,0.671,
51,TADLA-AZILAL,Azilal Tisqi,12.24,24.5,0.74,30.08,0.532,0.453
51,TADLA-AZILAL,Beni Mellal Dar Ould Zidouh,11.55,25.7,0.65,27.55,0.532,0.597
51,TADLA-AZILAL,Azilal Moulay Aissa Ben Driss,11.08,23.24,0.61,31.66,0.498,0.585
51,TADLA-AZILAL,Beni Mellal Tanougha,10.85,23.08,0.58,29.72,0.506,0.622
51,TADLA-AZILAL,Azilal Foum Jemaa (AC),10.82,14.96,1.45,41.61,0.64,
51,TADLA-AZILAL,Beni Mellal Aghbala (AC),10.76,14.57,1.37,43.6,0.622,
51,TADLA-AZILAL,Beni Mellal Oulad Said L'Oued,10.69,23.22,0.63,29.96,0.58,0.766
51,TADLA-AZILAL,Azilal Demnate (M),10.59,14.6,1.36,43.32,0.628,
51,TADLA-AZILAL,Beni Mellal Bradia (AC),10.44,13.98,1.4,41.44,0.673,
51,TADLA-AZILAL,Azilal Ait Ouqabli,10.41,22.85,0.58,31.55,0.573,0.434
51,TADLA-AZILAL,Beni Mellal Zaouiat Cheikh (M),10.36,14.3,1.34,41.91,0.61,
51,TADLA-AZILAL,Beni Mellal Fquih Ben Salah (M),10.3,13.79,1.38,43.22,0.676,
51,TADLA-AZILAL,Beni Mellal El Ksiba (M),10.03,13.83,1.25,42.51,0.654,
51,TADLA-AZILAL,Beni Mellal Bni Oukil,9.85,22.24,0.54,29.82,0.505,0.595
51,TADLA-AZILAL,Beni Mellal Had Boumoussa,9.77,23.28,0.53,28.64,0.54,0.534
51,TADLA-AZILAL,Azilal Azilal (M),9.3,14.03,1.15,43.06,0.644,
51,TADLA-AZILAL,Azilal Timoulilt,9.3,21.06,0.53,30.86,0.633,0.608
51,TADLA-AZILAL,Beni Mellal Oulad Zmam,9.13,21.37,0.51,30.12,0.558,0.553
51,TADLA-AZILAL,Azilal Tidili Fetouaka,8.98,22.49,0.45,28.59,0.554,0.556
51,TADLA-AZILAL,Beni Mellal Guettaya,8.93,22.42,0.44,27.63,0.457,0.661
51,TADLA-AZILAL,Beni Mellal Ait Oum El Bekht,8.66,22.37,0.43,28.9,0.441,0.277
51,TADLA-AZILAL,Azilal Bni Ayat,8.61,21.89,0.45,29.57,0.561,0.578
51,TADLA-AZILAL,Azilal Imlil,8.42,21.52,0.41,29.84,0.5,0.722
51,TADLA-AZILAL,Azilal Afourar (AC),8.41,11.78,1.08,42.59,0.694,
51,TADLA-AZILAL,Beni Mellal Semguet,8.3,19.56,0.45,30.77,0.556,0.583
51,TADLA-AZILAL,Beni Mellal Kasba Tadla (M),7.93,11.48,1.01,42.47,0.702,
51,TADLA-AZILAL,Azilal Bzou (AC),7.92,11.19,1.02,42.43,0.71,
51,TADLA-AZILAL,Azilal Ouaouizeght (AC),7.77,11.69,0.95,42.03,0.722,
51,TADLA-AZILAL,Beni Mellal Foum Oudi,7.76,19.53,0.38,30.73,0.544,0.376
51,TADLA-AZILAL,Beni Mellal Sidi Aissa Ben Ali,7.21,20.26,0.35,28.97,0.582,0.617
51,TADLA-AZILAL,Beni Mellal Hel Merbaa,6.99,17.78,0.39,32.05,0.594,0.836
51,TADLA-AZILAL,Beni Mellal Béni Mellal (M),6.83,9.64,0.87,44.54,0.698,
51,TADLA-AZILAL,Beni Mellal Al Khalfia,6.54,17.52,0.34,30.57,0.573,0.79
51,TADLA-AZILAL,Beni Mellal Sidi Jaber,6.53,19.69,0.3,27.1,0.612,0.619
52,TADLA-AZILAL,Beni Mellal Oulad Yaich,6.51,19.48,0.3,29.23,0.573,0.644
52,TADLA-AZILAL,Azilal Afourar,5.76,17.08,0.26,28.66,0.621,0.711
52,TADLA-AZILAL,Beni Mellal Krifate,5.58,17.35,0.26,28.45,0.555,0.757
52,TADLA-AZILAL,Beni Mellal Oulad Nacer,5.4,17.38,0.24,28.46,0.566,0.543
52,TADLA-AZILAL,Beni Mellal Oulad M'Barek,5.2,16.91,0.24,26.51,0.602,0.68
52,TADLA-AZILAL,Beni Mellal Oulad Bourahmoune,5.12,16.19,0.25,29.17,0.617,0.622
52,TADLA-AZILAL,Beni Mellal Bradia,4.9,15.39,0.24,30.46,0.576,0.749
52,TADLA-AZILAL,Beni Mellal Dir El Ksiba,4.6,15.12,0.2,29.59,0.593,0.579
52,TADLA-AZILAL,Beni Mellal Sidi Hammadi,4.46,15.04,0.2,29.12,0.611,0.871
52,TADLA-AZILAL,Beni Mellal Taghzirt,4.43,12.85,0.21,32.01,0.576,0.765
52,TADLA-AZILAL,Beni Mellal Oulad Gnaou,4.38,16.83,0.17,27.02,0.559,0.673
53,MEKNES-TAFILALET,Errachidia Sidi Ali,80.21,11.03,20.05,36.46,0.351,0.179
53,MEKNES-TAFILALET,Errachidia Gheris El Ouloui,77.79,12.3,20.13,39.2,0.518,0.888
53,MEKNES-TAFILALET,Errachidia Er-rissani,75.96,12.5,21.01,41.34,0.327,0.653
53,MEKNES-TAFILALET,Errachidia H'Ssyia,73.47,13.17,21.32,44.03,0.453,0.578
53,MEKNES-TAFILALET,Meknès Dar Oum Soltane,63.73,19.07,11.0,38.61,0.452,0.436
53,MEKNES-TAFILALET,Khenifra Sidi Yahya Ou Youssef,61.8,19.4,10.92,38.31,0.356,0.252
53,MEKNES-TAFILALET,Ifrane Dayat Aoua,56.11,22.0,8.61,41.36,0.418,0.392
53,MEKNES-TAFILALET,Errachidia Es-sifa,55.95,22.39,9.91,39.55,0.516,0.915
53,MEKNES-TAFILALET,Meknès N'zalat Bni Amar,52.37,21.74,9.29,42.73,0.505,0.745
53,MEKNES-TAFILALET,Khenifra Anemzi,51.13,25.39,7.37,39.02,0.156,0.146
53,MEKNES-TAFILALET,Errachidia Bni M'Hamed Sijelmassa,48.17,25.23,7.49,40.01,0.56,0.949
53,MEKNES-TAFILALET,Khenifra Sebt Ait Rahou,48.02,23.96,7.15,40.81,0.493,0.31
53,MEKNES-TAFILALET,Errachidia Gheris Es-soufli,47.56,24.26,7.59,40.32,0.596,0.679
53,MEKNES-TAFILALET,Errachidia Ferkla El Oulia,47.26,19.73,9.86,48.87,0.58,0.787
53,MEKNES-TAFILALET,Errachidia Alnif,45.62,20.44,9.66,48.42,0.562,0.673
53,MEKNES-TAFILALET,Meknès Karmet Ben Salem,45.37,23.48,7.09,41.16,0.46,0.753
53,MEKNES-TAFILALET,Errachidia Assoul,44.46,19.82,8.33,49.32,0.512,0.339
53,MEKNES-TAFILALET,Errachidia Bou Azmou,43.75,26.12,6.04,40.63,0.366,0.406
53,MEKNES-TAFILALET,Khenifra Agoudim,43.51,25.02,6.35,41.25,0.416,0.303
53,MEKNES-TAFILALET,Errachidia Ait Hani,42.91,23.34,6.57,46.88,0.439,0.485
53,MEKNES-TAFILALET,Khenifra El Kbab,42.47,26.76,5.73,39.27,0.499,0.265
53,MEKNES-TAFILALET,Meknès MRhassiyine,42.45,22.66,7.16,44.33,0.571,0.871
53,MEKNES-TAFILALET,El Hajeb Tamchachate,40.78,30.11,4.91,34.24,0.443,0.128
53,MEKNES-TAFILALET,Meknès Oued Rommane,40.64,27.56,5.54,37.99,0.51,0.414
53,MEKNES-TAFILALET,Khenifra Tounfite,39.87,24.75,5.89,41.58,0.422,0.182
53,MEKNES-TAFILALET,Errachidia Aoufous,39.82,22.15,7.53,47.51,0.61,0.872
53,MEKNES-TAFILALET,Errachidia Er-rteb,39.52,24.57,6.21,43.01,0.591,0.807
53,MEKNES-TAFILALET,El Hajeb Ait Ouikhalfen,38.57,29.71,4.99,36.3,0.479,0.235
53,MEKNES-TAFILALET,Errachidia Es-sfalat,38.15,27.4,5.71,39.68,0.551,0.898
53,MEKNES-TAFILALET,Khenifra Tizi N'Ghachou,37.51,28.9,4.69,37.06,0.399,0.165
53,MEKNES-TAFILALET,El Hajeb Iqaddar,36.96,26.45,5.1,42.69,0.555,0.517
53,MEKNES-TAFILALET,Meknès Charqaoua,36.78,29.03,4.67,34.5,0.438,0.774
53,MEKNES-TAFILALET,Khenifra Moulay Bouazza,36.67,28.96,4.58,37.52,0.5,0.218
53,MEKNES-TAFILALET,El Hajeb Ait Naamane,36.36,28.37,4.5,39.18,0.575,0.358
53,MEKNES-TAFILALET,Errachidia Zaouiat Sidi Hamza,36.28,24.86,5.01,43.46,0.5,0.353
53,MEKNES-TAFILALET,Meknès Oualili,36.27,25.86,5.07,43.5,0.567,0.784
53,MEKNES-TAFILALET,Khenifra Kerrouchen,35.35,27.46,4.56,40.67,0.424,0.201
54,MEKNES-TAFILALET,Meknès Ain Karma,35.26,29.01,4.42,38.27,0.504,0.468
54,MEKNES-TAFILALET,Khenifra Amersid,35.14,24.92,5.03,44.53,0.482,0.428
54,MEKNES-TAFILALET,Errachidia Alnif (AC),35.11,28.86,3.97,36.71,0.61,
54,MEKNES-TAFILALET,Errachidia Guers Tiaallaline,34.76,21.36,5.73,49.05,0.538,0.718
54,MEKNES-TAFILALET,Meknès Sidi Abdallah Al Khayat,34.73,26.34,4.71,40.54,0.506,0.527
54,MEKNES-TAFILALET,Meknès Ain Orma,34.67,22.71,5.02,47.0,0.599,0.626
54,MEKNES-TAFILALET,Errachidia Melaab,34.46,20.43,6.53,50.65,0.591,0.844
54,MEKNES-TAFILALET,El Hajeb Bitit,34.38,25.34,4.99,42.58,0.553,0.643
54,MEKNES-TAFILALET,El Hajeb Ait Yaazem,34.11,27.77,4.33,39.89,0.557,0.55
54,MEKNES-TAFILALET,Errachidia Ait Yahya,33.99,26.6,4.41,41.03,0.457,0.281
54,MEKNES-TAFILALET,Errachidia Et-taous,33.77,20.6,5.84,48.28,0.551,0.579
54,MEKNES-TAFILALET,Errachidia Chorfa M'Daghra,33.49,25.66,4.76,41.21,0.619,0.793
54,MEKNES-TAFILALET,Errachidia Oued Naam,33.33,23.67,5.0,44.45,0.596,0.613
54,MEKNES-TAFILALET,Errachidia Ferkla Es-soufla,33.07,25.73,5.22,43.87,0.531,0.532
54,MEKNES-TAFILALET,Khenifra Tanourdi,32.55,27.93,4.37,37.16,0.507,0.15
54,MEKNES-TAFILALET,Errachidia Aarab Sebbah Ziz,32.53,23.82,5.41,43.83,0.615,0.925
54,MEKNES-TAFILALET,Errachidia En-nzala,31.72,27.51,3.99,41.98,0.483,0.205
54,MEKNES-TAFILALET,Khenifra Moha Ou Hammou Zayani,30.76,27.01,3.99,42.42,0.501,0.461
54,MEKNES-TAFILALET,Khenifra Lehri,30.68,28.1,3.87,40.93,0.468,0.196
54,MEKNES-TAFILALET,Errachidia M'Zizel,30.23,21.99,4.73,46.27,0.538,0.68
54,MEKNES-TAFILALET,Errachidia Jorf (M),30.06,29.81,2.99,33.74,0.603,
54,MEKNES-TAFILALET,Meknès Ain Jemaa,29.58,30.0,3.56,38.39,0.498,0.309
54,MEKNES-TAFILALET,El Hajeb Laqsir,29.5,26.78,3.69,40.54,0.556,0.563
54,MEKNES-TAFILALET,Ifrane Timahdite,28.92,25.91,3.76,42.89,0.437,0.564
54,MEKNES-TAFILALET,Meknès Dkhissa,28.56,28.08,3.4,39.13,0.537,0.702
54,MEKNES-TAFILALET,Errachidia Sidi Aayad,28.35,22.26,4.06,45.36,0.565,0.54
54,MEKNES-TAFILALET,Khenifra Ait Ben Yacoub,27.65,22.76,3.82,44.02,0.54,0.443
54,MEKNES-TAFILALET,Meknès M'haya,27.6,25.55,4.05,41.97,0.544,0.803
54,MEKNES-TAFILALET,Errachidia Gourrama (AC),27.47,24.92,3.26,37.09,0.617,
54,MEKNES-TAFILALET,Khenifra Mibladen,26.49,16.94,4.12,48.96,0.533,0.512
54,MEKNES-TAFILALET,Errachidia Gourrama,26.49,18.26,3.64,50.84,0.468,0.337
54,MEKNES-TAFILALET,El Hajeb Ait Bourzouine,26.44,27.66,3.21,41.43,0.545,0.444
54,MEKNES-TAFILALET,Khenifra Aguelmam Azegza,25.76,29.38,3.15,38.64,0.452,0.263
54,MEKNES-TAFILALET,Errachidia Aarab Sebbah Gheris,25.71,25.29,3.81,40.18,0.553,0.801
54,MEKNES-TAFILALET,Errachidia Moulay Ali Cherif(M),24.91,23.9,3.2,44.03,0.654,
54,MEKNES-TAFILALET,Ifrane Souk L'had (AC),24.03,24.3,3.22,37.02,0.423,
54,MEKNES-TAFILALET,Khenifra Tighassaline,23.79,25.63,2.95,40.85,0.463,0.324
55,MEKNES-TAFILALET,Khenifra Had Bouhssoussen,23.56,24.75,3.04,41.99,0.527,0.353
55,MEKNES-TAFILALET,El Hajeb Jahjouh,23.5,26.21,2.84,40.78,0.414,0.376
55,MEKNES-TAFILALET,Errachidia Lkheng,22.5,19.52,3.51,48.13,0.625,0.767
55,MEKNES-TAFILALET,Khenifra Sidi Hcine,22.4,26.95,2.76,37.16,0.501,0.178
55,MEKNES-TAFILALET,Khenifra Zaida,22.22,21.88,2.98,45.47,0.529,0.456
55,MEKNES-TAFILALET,Khenifra Had Bouhssoussen (AC),22.0,25.0,2.48,35.73,0.502,
55,MEKNES-TAFILALET,Meknès Ait Ouallal,21.73,23.76,2.78,43.11,0.567,0.633
55,MEKNES-TAFILALET,El Hajeb Ait Harz Allah,21.56,24.31,2.79,49.39,0.668,0.607
55,MEKNES-TAFILALET,Khenifra Kahf Nssar (AC),21.49,24.33,2.29,37.15,0.547,
55,MEKNES-TAFILALET,Khenifra Sidi Amar,20.4,25.79,2.47,38.88,0.492,0.256
55,MEKNES-TAFILALET,Meknès Oued Jdida,20.28,27.41,2.28,38.36,0.555,0.674
55,MEKNES-TAFILALET,Errachidia Imilchil,20.16,24.78,2.64,45.89,0.399,0.325
55,MEKNES-TAFILALET,Khenifra Aguelmous,20.13,26.21,2.5,38.58,0.471,0.208
55,MEKNES-TAFILALET,Ifrane Oued Ifrane,20.07,24.85,2.51,42.71,0.496,0.313
55,MEKNES-TAFILALET,Khenifra Oum Rabia,19.85,27.79,2.39,38.92,0.473,0.19
55,MEKNES-TAFILALET,Errachidia Amouguer,19.66,23.23,2.39,44.16,0.553,0.204
55,MEKNES-TAFILALET,Khenifra Zaida (AC),19.29,22.78,2.09,39.64,0.565,
55,MEKNES-TAFILALET,Ifrane Sidi El Makhfi,19.14,25.31,2.36,41.18,0.522,0.315
55,MEKNES-TAFILALET,Khenifra El Borj,19.07,25.72,2.28,38.72,0.509,0.214
55,MEKNES-TAFILALET,Meknes Ain Jemaa (AC),19.04,25.04,1.89,37.89,0.554,
55,MEKNES-TAFILALET,Khenifra El Hammam,18.56,25.03,2.3,40.42,0.477,0.249
55,MEKNES-TAFILALET,Meknès Majjate,18.48,23.2,2.16,41.61,0.607,0.668
55,MEKNES-TAFILALET,Ifrane Tizguite,18.09,22.79,2.3,43.23,0.535,0.592
55,MEKNES-TAFILALET,Ifrane Ain Leuh,17.86,22.49,2.2,45.79,0.571,0.423
55,MEKNES-TAFILALET,Errachidia Tadighoust,17.86,18.13,2.66,47.16,0.643,0.607
55,MEKNES-TAFILALET,Khenifra Aghbalou Nssardane (AC),17.77,22.37,1.94,38.77,0.628,
55,MEKNES-TAFILALET,Khenifra Tighassaline (AC),17.55,21.77,2.03,37.28,0.611,
55,MEKNES-TAFILALET,Khenifra Tounfite (AC),17.51,22.76,1.83,38.64,0.535,
55,MEKNES-TAFILALET,Errachidia M'Ssici,17.19,14.43,2.94,50.85,0.587,0.586
55,MEKNES-TAFILALET,Meknes Ain Karma (AC),16.86,25.9,1.65,35.62,0.563,
55,MEKNES-TAFILALET,Khenifra Boumia,16.59,21.88,2.14,42.07,0.465,0.396
55,MEKNES-TAFILALET,Khenifra Ait Ishaq (AC),16.44,22.23,1.83,38.85,0.617,
55,MEKNES-TAFILALET,Khenifra Moulay Bouazza (AC),16.33,19.76,1.84,41.12,0.655,
55,MEKNES-TAFILALET,Ifrane Ben Smim,16.3,18.2,2.11,49.0,0.581,0.686
55,MEKNES-TAFILALET,Khenifra Kerrouchen (AC),16.19,20.65,1.84,38.19,0.636,
55,MEKNES-TAFILALET,Meknes M'haya (AC),15.96,21.91,1.75,38.8,0.652,
56,MEKNES-TAFILALET,Khenifra Aguelmous (AC),15.93,21.37,1.78,38.76,0.596,
56,MEKNES-TAFILALET,El Hajeb Bouderbala (AC),15.91,25.4,1.45,34.88,0.566,
56,MEKNES-TAFILALET,El Hajeb Agourai (M),15.9,22.13,1.56,38.64,0.615,
56,MEKNES-TAFILALET,Errachidia Arfoud (M),15.5,20.11,1.73,41.85,0.7,
56,MEKNES-TAFILALET,El Hajeb Ait Boubidmane,15.48,20.18,2.02,42.86,0.555,0.665
56,MEKNES-TAFILALET,Errachidia Guir,15.43,15.96,2.05,53.03,0.581,0.496
56,MEKNES-TAFILALET,Meknès Sidi Slimane Moul Al Kifa,15.31,20.97,1.82,41.43,0.631,0.735
56,MEKNES-TAFILALET,El Hajeb Sabaa Aiyoun (M),15.09,23.83,1.38,36.99,0.615,
56,MEKNES-TAFILALET,Errachidia Amellagou,15.08,19.38,1.86,45.62,0.53,0.303
56,MEKNES-TAFILALET,El Hajeb Sebt Jahjouh (AC),15.01,25.21,1.34,34.73,0.635,
56,MEKNES-TAFILALET,Khenifra Ouaoumana,14.87,17.19,2.08,49.44,0.515,0.611
56,MEKNES-TAFILALET,Khenifra Boumia (AC),14.58,21.07,1.58,37.94,0.597,
56,MEKNES-TAFILALET,Khenifra Sidi Yahya Ou Saad,14.57,18.64,1.9,46.83,0.476,0.496
56,MEKNES-TAFILALET,Ifrane Timahdite (AC),14.54,20.63,1.55,41.13,0.624,
56,MEKNES-TAFILALET,Errachidia Outerbat,14.5,21.53,1.86,40.62,0.447,0.489
56,MEKNES-TAFILALET,Errachidia Tinejdad (M),14.49,22.68,1.25,40.58,0.649,
56,MEKNES-TAFILALET,Meknes Haj Kaddour (AC),14.46,22.27,1.45,38.32,0.596,
56,MEKNES-TAFILALET,"El Hajeb Ras Ijerri 14,41 21,48 1,81 43,19 0,576 0,301036 Khenifra Ait Ayach 13,94 17,75 1,82 44,98 0,533 0,429298 Ifrane Sidi Addi (AC)",13.92,18.8,1.55,39.87,0.676,
56,MEKNES-TAFILALET,Errachidia Er-rich (M),13.81,19.53,1.48,38.86,0.685,
56,MEKNES-TAFILALET,Meknès Ouislane (M),13.55,19.76,1.42,38.71,0.633,
56,MEKNES-TAFILALET,Errachidia Boudnib (M),13.54,25.96,1.13,33.09,0.69,
56,MEKNES-TAFILALET,"Khenifra Ait Saadelli 13,44 18,09 1,72 42,46 0,493 0,344262 Khenifra Itzer 13,38 17,21 1,78 45,85 0,545 0,413043 Errachidia Goulmima (M)",13.32,18.29,1.36,41.17,0.671,
56,MEKNES-TAFILALET,Khenifra M'Rirt (M),13.0,18.65,1.38,39.67,0.619,
56,MEKNES-TAFILALET,"Khenifra Sidi Lamine 12,95 21,11 1,67 38,20 0,534 0,238687 Meknès Toulal (M)",11.96,17.91,1.2,42.01,0.697,
56,MEKNES-TAFILALET,Khenifra El Kbab (AC),11.39,18.37,1.13,39.46,0.658,
56,MEKNES-TAFILALET,"Khenifra Aghbalou 11,37 16,03 1,46 45,40 0,547 0,315012 Ifrane Ain Leuh (AC)",11.28,17.13,1.18,40.87,0.629,
56,MEKNES-TAFILALET,"Errachidia Fezna 11,01 12,50 1,61 44,90 0,647 0,891228 Khenifra Khenifra (M)",10.64,16.78,1.09,42.15,0.672,
56,MEKNES-TAFILALET,Khenifra Itzer (AC),10.57,16.84,1.09,38.82,0.695,
56,MEKNES-TAFILALET,Khenifra Midelt (M),10.18,16.21,1.06,40.78,0.665,
56,MEKNES-TAFILALET,Khenifra Amalou Ighriben (AC),10.1,17.27,1.02,40.88,0.66,
57,MEKNES-TAFILALET,Meknes N'zalat (AC),9.59,15.62,1.1,36.63,0.668,
57,MEKNES-TAFILALET,"Errachidia Aghbalou N'Kerdous 9,49 9,90 1,41 51,01 0,618 0,51207 Ifrane Azrou (M)",9.4,15.35,0.93,42.81,0.69,
57,MEKNES-TAFILALET,"Khenifra Ait Ishaq 9,35 16,16 1,22 40,37 0,524 0,165217 Khenifra Ait Izdeg 9,32 13,14 1,19 46,79 0,602 0,583217 Meknes Aufous (AC)",9.26,17.54,0.83,44.0,0.676,
57,MEKNES-TAFILALET,Meknès Boufakrane (M),9.13,14.32,0.94,40.76,0.686,
57,MEKNES-TAFILALET,Khenifra Thighza (AC),9.13,14.9,0.9,37.87,0.575,
57,MEKNES-TAFILALET,El Hajeb Ain Taoujdate (M),9.05,14.77,0.92,40.75,0.659,
57,MEKNES-TAFILALET,Meknès Moulay Driss Zerhoun (M),8.82,15.08,0.86,43.49,0.672,
57,MEKNES-TAFILALET,"Ifrane Tigrigra 8,63 13,47 1,11 46,67 0,622 0,578356 Errachidia Errachidia (M)",8.2,14.46,0.81,41.26,0.717,
57,MEKNES-TAFILALET,El Hajeb El Hajeb (M),7.5,13.07,0.75,42.27,0.689,
57,MEKNES-TAFILALET,Meknès Meknès (M),7.18,12.81,0.7,44.36,0.715,
57,MEKNES-TAFILALET,Meknès Al Machouar - Stinia (M),5.85,12.3,0.55,38.34,0.721,
57,MEKNES-TAFILALET,Ifrane Ifrane (M),3.83,8.05,0.35,43.34,0.743,
58,FES-BOULEMANE,Vulné- de la Boulemane Enjil,47.2,21.09,9.12,40.29,0.432,0.489
58,FES-BOULEMANE,Moulay Yacoub Sidi Daoud,38.54,25.33,5.53,36.17,0.453,0.413
58,FES-BOULEMANE,Sefrou Ait Sebaa Lajrouf,38.38,22.78,6.37,38.19,0.494,0.534
58,FES-BOULEMANE,Sefrou Ain Timguenai,37.63,24.61,5.5,34.7,0.527,0.477
58,FES-BOULEMANE,Moulay Yacoub Laajajra,33.44,25.84,4.31,34.76,0.461,0.499
58,FES-BOULEMANE,Boulemane Almis Marmoucha,33.43,25.02,4.75,36.01,0.549,0.659
58,FES-BOULEMANE,Boulemane Ait Bazza,32.64,24.43,4.55,37.53,0.473,0.386
58,FES-BOULEMANE,Moulay Yacoub Louadaine,32.08,24.3,4.36,37.47,0.479,0.369
58,FES-BOULEMANE,Boulemane El Mers,31.4,24.44,4.19,37.81,0.522,0.305
58,FES-BOULEMANE,Boulemane Tissaf,31.33,22.39,4.4,40.16,0.497,0.424
58,FES-BOULEMANE,Boulemane Guigou,30.5,22.81,4.19,37.24,0.472,0.527
