unit,name14,prov14,lon,lat,pt_src,source_id,feature,source_name,match
07.211.03.35.,Sidi Aissa Regragui,Essaouira,-9.35542,31.68554,geonames,6546244,ADM3,Sidi Aissa Regragui,exact
07.211.03.37.,Sidi Ali El Korati,Essaouira,-9.408,31.804,geonames,6546245,ADM3,Sidi Ali El Korati,exact
07.211.03.39.,Sidi Boulaalam,Essaouira,-9.28276,31.69775,geonames,6545850,ADM3,Sidi Boulaalam,exact
07.211.03.41.,Sidi Ishaq,Essaouira,-9.4555,31.8776,geonames,6546391,ADM3,Sidi Ishaq,exact
07.211.03.43.,Sidi Laaroussi,Essaouira,-9.15476,31.81834,geonames,6546514,ADM3,Sidi Laaroussi,exact
07.211.03.45.,Sidi M'Hamed Ou Marzouq,Essaouira,-9.06115,31.74096,geonames,6546380,ADM3,Sidi M Hamed Ou Marz,fuzzy
07.211.03.47.,Tafetachte,Essaouira,-9.28253,31.62964,geonames,6545851,ADM3,Tafetachte,exact
07.211.03.49.,Takate,Essaouira,-9.4794,31.67977,geonames,6545852,ADM3,Takate,exact
07.211.03.51.,Zaouiat Ben Hmida,Essaouira,-9.37022,31.74097,geonames,6545853,ADM3,Zaouiat Ben Hmida,exact
07.211.05.01.,Adaghas,Essaouira,-9.34362,30.90253,geonames,6545440,ADM3,Adaghas,exact
07.211.05.03.,Aglif,Essaouira,-9.38717,31.09556,geonames,6545441,ADM3,Aglif,exact
07.211.05.05.,Aguerd,Essaouira,-9.63273,31.42808,geonames,6545442,ADM3,Aguerd,exact
07.211.05.07.,Ait Aissi Ihahane,Essaouira,-9.43328,30.90816,geonames,6546392,ADM3,Ait Aissi Ihahane,exact
07.211.05.09.,Assais,Essaouira,-9.21228,30.9245,geonames,6546246,ADM3,Assais,exact
07.211.05.11.,Bizdad,Essaouira,-9.32844,31.29318,geonames,6546247,ADM3,Bizdad,exact
07.211.05.13.,Bouzemmour,Essaouira,-9.37248,31.01699,geonames,6545886,ADM3,Bouzemmour,exact
07.211.05.15.,Ezzaouite,Essaouira,-9.43173,31.32528,geonames,6545887,ADM3,Ezzaouite,exact
07.211.05.17.,Ida Ou Aazza,Essaouira,-9.74134,31.16318,geonames,6546658,ADM3,Ida Ou Aazza,exact
07.211.05.19.,Ida Ou Guelloul,Essaouira,-9.70284,30.94354,geonames,6546659,ADM3,Ida Ou Guelloul,exact
07.211.05.21.,Ida Ou Kazzou,Essaouira,-9.58619,30.95389,geonames,6546660,ADM3,Ida Ou Kazzou,exact
07.211.05.23.,Imgrade,Essaouira,-9.58248,31.11605,geonames,6546102,ADM3,Imgrade,exact
07.211.05.25.,Imi N'Tlit,Essaouira,-9.5885,31.23485,geonames,6546103,ADM3,Imi N Tlit,exact
07.211.05.27.,Sidi Ahmed Essayeh,Essaouira,-9.77897,31.25572,geonames,6546104,ADM3,Sidi Ahmed Essayeh,exact
07.211.05.29.,Sidi El Jazouli,Essaouira,-9.52998,31.34434,geonames,6546105,ADM3,Sidi El Jazouli,exact
07.211.05.31.,Sidi Ghaneme,Essaouira,-9.46863,31.28206,geonames,6546661,ADM3,Sidi Ghaneme,exact
07.211.05.33.,Sidi H'Mad Ou M'Barek,Essaouira,-9.69535,30.84253,geonames,6546662,ADM3,Sidi H Mad  Ou M Bar,fuzzy
07.211.05.35.,Sidi Hmad Ou Hamed,Essaouira,-9.68174,31.35423,geonames,6545825,ADM3,Sidi Hmad Ou Hamed,exact
07.211.05.37.,Sidi Kaouki,Essaouira,-9.73657,31.39299,geonames,6545826,ADM3,Sidi Kaouki,exact
07.211.05.39.,Smimou,Essaouira,-9.70245,31.2301,geonames,6546663,ADM3,Smimou,exact
07.211.05.41.,Tafedna,Essaouira,-9.76337,31.10002,geonames,6545827,ADM3,Tafedna,exact
07.211.05.43.,Tahelouante,Essaouira,-9.32124,31.19083,geonames,6545908,ADM3,Tahelouante,exact
07.211.05.45.,Takoucht,Essaouira,-9.45443,31.23268,geonames,6545909,ADM3,Takoucht,exact
07.211.05.47.,Targante,Essaouira,-9.665,31.086,geonames,6546664,ADM3,Targante,exact
07.211.05.49.,Tidzi,Essaouira,-9.67473,31.27256,geonames,6546665,ADM3,Tidzi,exact
07.211.05.51.,Timizguida-Ouftas,Essaouira,-9.76858,31.00199,geonames,6546666,ADM3,Timizguida Ouftas,exact
07.351.01.01.,Méchouar-Kasba (Mun.),Marrakech,-8.04582,31.64432,geonames,6545593,ADM3,Mechouar Kasba,exact
07.351.01.,Annakhil (Arrond.),Marrakech,-7.96217,31.65869,geonames,6545596,ADM3,Annakhil,exact
07.351.02.01.,Alouidane,Marrakech,-7.86706,31.65089,geonames,11881793,ADM3,Alouidane,exact
07.351.02.07.,Ouahat Sidi Brahim,Marrakech,-7.96644,31.73039,geonames,6546778,ADM3,Ouahat Sidi Brahim,exact
07.351.02.09.,Oulad Hassoune,Marrakech,-7.81268,31.64798,geonames,6546779,ADM3,Oulad Hassoune,exact
07.351.03.03.,Harbil,Marrakech,-8.11208,31.79574,geonames,6546776,ADM3,Harbil,exact
07.351.03.05.,M'Nabha,Marrakech,-8.13059,31.96024,geonames,6546777,ADM3,M'Nabha,exact
07.351.03.11.,Ouled Dlim,Marrakech,-8.30237,31.90388,geonames,6546780,ADM3,Ouled Dlim,exact
07.351.05.01.,Agafay,Marrakech,-8.20584,31.47353,geonames,6546667,ADM3,Agafay,exact
07.351.05.03.,Ait Imour,Marrakech,-8.33149,31.54465,geonames,6546668,ADM3,Ait Imour,exact
07.351.05.05.,Loudaya,Marrakech,-8.30214,31.6507,geonames,6546669,ADM3,Loudaya,exact
07.351.05.09.,Sid Zouine,Marrakech,-8.38175,31.64935,geonames,6546670,ADM3,Sid Zouine,exact
07.351.07.07.,Saada,Marrakech,-8.13025,31.62101,geonames,6545654,ADM3,Saada,exact
07.351.07.11.,Souihla,Marrakech,-8.19948,31.61789,geonames,6545910,ADM3,Souihla,exact
07.351.07.13.,Tassoultante,Marrakech,-7.99043,31.55052,geonames,6545866,ADM3,Tassoultante,exact
07.427.01.01.,Ben Guerir (Mun.),Rehamna,-7.94627,32.24232,geonames,6545468,ADM3,Ben Guerir,exact
07.427.01.17.,Sidi Bou Othmane (Mun.),Rehamna,-7.928,31.8366,geonames,6546379,ADM3,Sidi Bou Othmane,exact
07.427.07.01.,Ait Hammou,Rehamna,-8.23118,32.21624,geonames,6546767,ADM3,Ait Hammou,exact
07.427.07.03.,Ait Taleb,Rehamna,-8.18298,32.38765,geonames,6546768,ADM3,Ait Taleb,exact
07.427.07.05.,Bouchane,Rehamna,-8.37165,32.34062,geonames,6546769,ADM3,Bouchane,exact
07.427.07.07.,Jaafra,Rehamna,-7.72955,32.36394,geonames,6546770,ADM3,Jaafra,exact
07.427.07.09.,Labrikiyne,Rehamna,-8.08054,32.2965,geonames,6546771,ADM3,Labrikiyne,exact
07.427.07.13.,Oulad Hassoune Hamri,Rehamna,-7.85851,32.29673,geonames,6545740,ADM3,Oulad Hassoune Hamri,exact
07.427.07.15.,Sidi Abdallah,Rehamna,-7.8243,32.60334,geonames,6546773,ADM3,Sidi Abdallah,exact
07.427.07.17.,Sidi Ali Labrahla,Rehamna,-8.00051,32.19824,geonames,6546774,ADM3,Sidi Ali Labrahla,exact
07.427.07.19.,Sidi Ghanem,Rehamna,-7.98151,32.6986,geonames,6546212,ADM3,Sidi Ghanem,exact
07.427.07.21.,Sidi Mansour,Rehamna,-8.092,32.46035,geonames,6545474,ADM3,Sidi Mansour,exact
07.427.07.23.,Skhour Rehamna,Rehamna,-7.91533,32.48244,geonames,2532646,PPL,Skhour Rehamna,exact
07.427.07.25.,Skoura Lhadra,Rehamna,-7.75571,32.47496,geonames,6545830,ADM3,Skoura Lhadra,exact
07.427.09.01.,Akarma,Rehamna,-7.62727,31.90845,geonames,6546214,ADM3,Akarma,exact
07.427.09.03.,Bourrous,Rehamna,-7.78561,31.76409,geonames,6545602,ADM3,Bourrous,exact
07.427.09.05.,Jaidate,Rehamna,-7.73263,31.6985,geonames,6545603,ADM3,Jaidate,exact
07.427.09.07.,Lamharra,Rehamna,-7.73562,32.06803,geonames,6545604,ADM3,Lamharra,exact
07.427.09.09.,Nzalat Laadam,Rehamna,-8.05665,32.06903,geonames,6545605,ADM3,Nzalat Laadam,exact
07.427.09.11.,Oulad Imloul,Rehamna,-7.83838,32.08966,geonames,6545844,ADM3,Oulad Imloul,exact
07.427.09.13.,Ras Ain Rhamna,Rehamna,-7.63586,31.70664,geonames,6546513,ADM3,Ras Ain Rhamna,exact
07.427.09.15.,Sidi Boubker,Rehamna,-7.74018,31.85799,geonames,6546067,ADM3,Sidi Boubker,exact
07.427.09.19.,Tlauh,Rehamna,-7.60567,31.81529,geonames,6546422,ADM3,Tlauh,exact
07.431.01.03.,Safi (Mun.),Safi,-9.23478,32.26924,geonames,6546086,ADM3,Safi,exact
07.431.01.09.,Jamaat Shaim (Mun.),Safi,-8.87441,32.35156,geonames,6546517,ADM3,Jamaat Shaim,exact
07.431.01.11.,Sebt Gzoula (Mun.),Safi,-9.08889,32.12191,geonames,6546518,ADM3,Sebt Gzoula,exact
07.431.03.01.,Bouguedra,Safi,-8.9615,32.23368,geonames,6546519,ADM3,Bouguedra,exact
07.431.03.02.,Chahda,Safi,-8.89584,32.30422,geonames,2553438,PPL,Douar Chehda,exact
07.431.03.03.,El Gouraani,Safi,-8.76367,32.32055,geonames,6546520,ADM3,Elgouraani,exact
07.431.03.05.,Labkhati,Safi,-8.67023,32.41224,geonames,6546088,ADM3,Labkhati,exact
07.431.03.07.,Lahdar,Safi,-8.82024,32.4566,geonames,6546521,ADM3,Lahdar,exact
07.431.03.09.,Lamrasla,Safi,-8.9182,32.01894,geonames,6546522,ADM3,Lamrasla,exact
07.431.03.11.,Lamsabih,Safi,-8.6959,32.30053,geonames,6545782,ADM3,Lamsabih,exact
07.431.03.13.,Sidi Aissa,Safi,-8.90803,32.41989,geonames,6546632,ADM3,Sidi Aissa,exact
07.431.03.15.,Sidi Ettiji,Safi,-8.90735,32.15252,geonames,6546633,ADM3,Sidi Ettiji,exact
07.431.07.01.,Atouabet,Safi,-9.298,31.94939,geonames,6546639,ADM3,Atouabet,exact
07.431.07.03.,El Ghiate,Safi,-9.1547,31.99037,geonames,6546640,ADM3,Elghiate,exact
07.431.07.05.,Khatazakane,Safi,-9.13435,32.22264,geonames,6545546,ADM3,Khatazakane,exact
07.431.07.07.,Laamamra,Safi,-8.97507,31.8968,geonames,6545491,ADM3,Laamamra,exact
07.431.07.09.,Lamaachate,Safi,-9.35155,32.00804,geonames,6546395,ADM3,Lamaachate,exact
07.431.07.11.,Nagga,Safi,-9.04334,32.05714,geonames,6546641,ADM3,Nagga,exact
07.431.09.01.,Ayir,Safi,-9.08346,32.61529,geonames,6545492,ADM3,Ayir,exact
07.431.09.03.,Dar Si Aissa,Safi,-9.0213,32.39138,geonames,6545493,ADM3,Dar Si Aissa,exact
07.431.09.05.,El Beddouza,Safi,-9.20168,32.54791,geonames,6546644,ADM3,Elbeddouza,exact
07.431.09.07.,Hrara,Safi,-9.17737,32.42851,geonames,6546523,ADM3,Hrara,exact
07.431.09.09.,Moul El Bergui,Safi,-8.98488,32.51129,geonames,6546524,ADM3,Moul El Bergui,exact
07.431.09.15.,Saadla,Safi,-9.1133,32.34502,geonames,6546643,ADM3,Saadla,exact
07.585.01.07.,Echemmaia (Mun.),Youssoufia,-8.65015,32.06434,geonames,11881879,ADM3,Municipalité d’Echemmaia,exact
07.585.01.13.,Youssoufia (Mun.),Youssoufia,-8.53351,32.25394,geonames,6546087,ADM3,Youssoufia,exact
07.585.05.07.,Ighoud,Youssoufia,-8.8552,31.85726,geonames,6546637,ADM3,Ighoud,exact
07.585.05.09.,Jdour,Youssoufia,-8.75873,32.11544,geonames,6545606,ADM3,Jdour,exact
07.585.05.11.,Jnane Bouih,Youssoufia,-8.71505,31.96865,geonames,6546638,ADM3,Jnane Bouih,exact
07.585.05.17.,Sidi Chiker,Youssoufia,-8.58935,31.82696,geonames,6545789,ADM3,Sidi Chiker,exact
07.585.07.01.,Atiamim,Youssoufia,-8.55615,32.0812,geonames,6546634,ADM3,Atiamim,exact
07.585.07.03.,El Gantour,Youssoufia,-8.49031,32.08908,geonames,11881812,ADM3,El Gantour,exact
07.585.07.05.,Esbiaat,Youssoufia,-8.64197,32.21,geonames,6546636,ADM3,Esbiaat,exact
07.585.07.13.,Lakhoualqa,Youssoufia,-8.35946,32.06634,geonames,6545787,ADM3,Lakhoualqa,exact
07.585.07.15.,Ras El Ain,Youssoufia,-8.48665,31.95604,geonames,6545788,ADM3,Ras El Ain,exact
08.201.01.03.,Boudnib (Mun.),Errachidia,-3.61214,31.93808,geonames,6545608,ADM3,Boudnib,exact
08.201.01.05.,Errachidia (Mun.),Errachidia,-4.43588,31.93055,geonames,6545550,ADM3,Errachidia,exact
08.201.01.09.,Goulmima (Mun.),Errachidia,-4.95324,31.68239,geonames,6546836,ADM3,Goulmima,exact
08.201.01.11.,Jorf (Mun.),Errachidia,-4.40326,31.47958,geonames,6546120,ADM3,Jorf,exact
08.201.01.13.,Moulay Ali Cherif (Mun.),Errachidia,-4.2699,31.27285,geonames,6546290,ADM3,Moulay Ali Cherif,exact
08.201.01.15.,Tinejdad (Mun.),Errachidia,-5.03416,31.50516,geonames,6545991,ADM3,Tinejdad,exact
08.201.03.01.,Aarab Sebbah Gheris,Errachidia,-4.42348,31.41751,geonames,6546837,ADM3,Aarab Sebbah Gheris,exact
08.201.03.03.,Aarab Sebbah Ziz,Errachidia,-4.26512,31.4514,geonames,11912630,ADM4,Aarab Sebbah Ziz,exact
08.201.03.07.,Es-sifa,Errachidia,-4.32158,31.32647,geonames,6546839,ADM3,Es-Sifa,exact
08.201.03.09.,Fezna,Errachidia,-4.53576,31.56128,geonames,6546417,ADM3,Fezna,exact
08.201.07.01.,Aoufous,Errachidia,-4.13796,31.74502,geonames,11912636,ADM4,Aoufous,exact
08.201.07.03.,Chorfa M'Daghra,Errachidia,-4.19597,31.86126,geonames,6546121,ADM3,Chorfa M Daghra,exact
08.201.07.05.,Er-rteb,Errachidia,-4.24334,31.61637,geonames,6546844,ADM3,Er-Rteb,exact
08.201.07.07.,Lkheng,Errachidia,-4.473,31.969,geonames,6546185,ADM3,Lkheng,exact
08.201.07.09.,Oued Naam,Errachidia,-3.65488,31.92251,geonames,11912643,ADM4,Oued Naam,exact
08.201.11.01.,Bni M'Hamed-Sijelmassa,Errachidia,-4.22277,31.24205,geonames,6546848,ADM3,Bni M Hamed  Sijelma,fuzzy
08.201.11.03.,Er-rissani,Errachidia,-4.08835,31.37001,geonames,11912628,ADM4,Er-rissani,exact
08.201.11.05.,Es-sfalat,Errachidia,-4.29162,31.23725,geonames,6546849,ADM3,Es-Sfalat,exact
08.201.11.07.,Et-taous,Errachidia,-3.9966,30.92931,geonames,11912627,ADM4,Et-taous,exact
08.201.11.09.,Sidi Ali,Errachidia,-4.74426,30.65031,geonames,6545706,ADM3,Sidi Ali,exact
08.201.13.01.,Aghbalou N'Kerdous,Errachidia,-5.29759,31.67671,geonames,6546850,ADM3,Aghbalou N Kerdous,exact
08.201.13.02.,Amellagou,Errachidia,-4.93784,32.02059,geonames,6546841,ADM3,Amellagou,exact
08.201.13.03.,Ferkla El Oulia,Errachidia,-5.14095,31.43387,geonames,6546291,ADM3,Ferkla El Oulia,exact
08.201.13.05.,Ferkla Es-soufla,Errachidia,-5.03594,31.58738,geonames,6546292,ADM3,Ferkla Es-Soufla,exact
08.201.13.07.,Gheris El Ouloui,Errachidia,-4.94278,31.72474,geonames,6545551,ADM3,Gheris El Ouloui,exact
08.201.13.09.,Gheris Es-soufli,Errachidia,-4.82372,31.69557,geonames,6546851,ADM3,Gheris Es-Soufli,exact
08.201.13.11.,Melaab,Errachidia,-4.73736,31.47934,geonames,11912633,ADM4,Melaab,exact
08.201.13.13.,Tadighoust,Errachidia,-4.85043,31.89746,geonames,11912639,ADM4,Tadighoust,exact
08.363.01.03.,Midelt (Mun.),Midelt,-4.74077,32.6828,geonames,6545495,ADM3,Midelt,exact
08.363.01.07.,Er-rich (Mun.),Midelt,-4.49912,32.25935,geonames,6546835,ADM3,Er-Rich,exact
08.363.05.01.,Aghbalou,Midelt,-5.26004,32.65773,geonames,6546963,ADM3,Aghbalou,exact
08.363.05.03.,Agoudim,Midelt,-5.05277,32.38746,geonames,6546856,ADM3,Agoudim,exact
08.363.05.13.,Anemzi,Midelt,-5.36641,32.28454,geonames,6545990,ADM3,Anemzi,exact
08.363.05.15.,Boumia,Midelt,-5.13207,32.66526,geonames,6546965,ADM3,Boumia,exact
08.363.05.21.,Sidi Yahya Ou Youssef,Midelt,-5.38155,32.40824,geonames,2532796,PPL,Sidi Yahya Ou Youssef,exact
08.363.05.23.,Tanourdi,Midelt,-5.14769,32.82496,geonames,6546017,ADM3,Tanourdi,exact
08.363.05.25.,Tizi N'Ghachou,Midelt,-5.24801,32.79624,geonames,6546436,ADM3,Tizi N Ghachou,exact
08.363.05.27.,Tounfite,Midelt,-5.13477,32.47733,geonames,6546022,ADM3,Tounfite,exact
08.363.07.05.,Ait Ayach,Midelt,-4.92925,32.69087,geonames,6545694,ADM3,Ait Ayach,exact
08.363.07.07.,Ait Ben Yacoub,Midelt,-4.87052,33.01053,geonames,6546964,ADM3,Ait Ben Yacoub,exact
08.363.07.09.,Ait Izdeg,Midelt,-4.74091,32.64437,geonames,6546857,ADM3,Ait Izdeg,exact
08.363.07.11.,Amersid,Midelt,-4.51306,32.69303,geonames,6546858,ADM3,Amersid,exact
08.363.07.17.,Itzer,Midelt,-4.94332,32.98067,geonames,11912662,ADM4,Itzer,exact
08.363.07.19.,Mibladen,Midelt,-4.59354,32.78758,geonames,6546859,ADM3,Mibladen,exact
08.363.07.29.,Zaida,Midelt,-4.87086,32.80255,geonames,6546018,ADM3,Zaida,exact
08.363.09.01.,En-nzala,Midelt,-4.37598,32.44745,geonames,6546054,ADM3,En-Nzala,exact
08.363.09.03.,Gourrama,Midelt,-4.1413,32.41974,geonames,6546845,ADM3,Gourrama,exact
08.363.09.05.,Guers Tiaallaline,Midelt,-4.45538,32.22416,geonames,6546055,ADM3,Guers Tiaallaline,exact
08.363.09.07.,Guir,Midelt,-3.99501,32.33424,geonames,6546846,ADM3,Guir,exact
08.363.09.09.,M'Zizel,Midelt,-4.7092,32.17091,geonames,6546847,ADM3,M Zizel,exact
08.363.09.11.,Sidi Aayad,Midelt,-4.63592,32.31303,geonames,6545731,ADM3,Sidi Aayad,exact
08.363.09.13.,Zaouiat Sidi Hamza,Midelt,-4.78,32.43535,geonames,6545732,ADM3,Zaouiat Sidi Hamza,exact
08.363.15.01.,Ait Yahya,Midelt,-5.17607,32.27214,geonames,6546676,ADM3,Ait Yahya,exact
08.363.15.03.,Amouguer,Midelt,-4.90879,32.27211,geonames,6546853,ADM3,Amouguer,exact
08.363.15.05.,Bou Azmou,Midelt,-5.52071,32.03253,geonames,6546854,ADM3,Bou Azmou,exact
08.363.15.07.,Imilchil,Midelt,-5.35513,32.14304,geonames,11882669,ADM3,Imilchil,exact
08.363.15.09.,Outerbat,Midelt,-5.19881,32.12906,geonames,6546855,ADM3,Outerbat,exact
08.401.01.07.,Ouarzazate (Mun.),Ouarzazate,-6.92559,30.93812,geonames,11882640,ADM3,Ouarzazate,exact
08.401.01.09.,Taznakht (Mun.),Ouarzazate,-7.19531,30.56964,geonames,6546385,ADM3,Taznakht,exact
08.401.03.01.,Ait Zineb,Ouarzazate,-7.12215,31.01133,geonames,6545587,ADM3,Ait Zineb,exact
08.401.03.03.,Amerzgane,Ouarzazate,-7.23628,30.993,geonames,11912611,ADM4,Amerzgane,exact
08.401.03.07.,Ighrem N'Ougdal,Ouarzazate,-7.41413,31.19393,geonames,6545622,ADM3,Ighrem N Ougdal,exact
08.401.03.09.,Khouzama,Ouarzazate,-7.53578,30.8885,geonames,6546234,ADM3,Khouzama,exact
08.401.03.11.,Ouisselsate,Ouarzazate,-7.16989,30.51956,geonames,6545760,ADM3,Ouisselsate,exact
08.401.03.13.,Siroua,Ouarzazate,-7.36126,30.72705,geonames,6545458,ADM3,Siroua,exact
08.401.03.15.,Telouet,Ouarzazate,-7.15579,31.27711,geonames,11912610,ADM4,Telouet,exact
08.401.03.17.,Tidli,Ouarzazate,-7.55521,31.06641,geonames,6545937,ADM3,Tidli,exact
08.401.07.01.,Ghassate,Ouarzazate,-6.86179,31.16992,geonames,6546041,ADM3,Ghassate,exact
08.401.07.03.,Idelsane,Ouarzazate,-6.56363,30.92904,geonames,6546566,ADM3,Idelsane,exact
08.401.07.05.,Imi N'Oulaoune,Ouarzazate,-6.56415,31.42238,geonames,6546567,ADM3,Imi N Oulaoune,exact
08.401.07.07.,Skoura Ahl El Oust,Ouarzazate,-6.47891,31.04269,geonames,6546568,ADM3,Skoura Ahl El Oust,exact
08.401.07.09.,Tarmigt,Ouarzazate,-6.92249,30.86536,geonames,6545589,ADM3,Tarmigt,exact
08.401.07.11.,Toundoute,Ouarzazate,-6.51735,31.34804,geonames,6546181,ADM3,Toundoute,exact
08.577.01.03.,Boumalne Dades (Mun.),Tinghir,-5.93922,31.36255,geonames,6546556,ADM3,Boumalne Dades,exact
08.577.01.05.,Kalaat M'Gouna (Mun.),Tinghir,-6.12823,31.24077,geonames,6546369,ADM3,Kalaat M'Gouna,exact
08.577.01.11.,Tinghir (Mun.),Tinghir,-5.52997,31.51666,geonames,6546260,ADM3,Tinghir,exact
08.577.02.05.,Alnif,Tinghir,-5.11347,31.11829,geonames,6546838,ADM3,Alnif,exact
08.577.02.11.,H'Ssyia,Tinghir,-5.18758,30.72052,geonames,6546051,ADM3,H Ssyia,exact
08.577.02.21.,M'Ssici,Tinghir,-4.80642,31.00123,geonames,6546418,ADM3,M Ssici,exact
08.577.03.01.,Ait Hani,Tinghir,-5.57346,31.74831,geonames,6546840,ADM3,Ait Hani,exact
08.577.03.05.,Assoul,Tinghir,-5.36801,31.86618,geonames,11882670,ADM3,Assoul,exact
08.577.05.03.,Ait Ouassif,Tinghir,-6.1883,31.29412,geonames,6546561,ADM3,Ait Ouassif,exact
08.577.05.09.,Ait Sedrate Sahl Charkia,Tinghir,-6.05469,31.16936,geonames,6546562,ADM3,Ait Sedrate Sahl Cha,fuzzy
08.577.05.13.,Ait Youl,Tinghir,-5.96037,31.31279,geonames,6546042,ADM3,Ait Youl,exact
08.577.05.15.,Ighil N'Oumgoun,Tinghir,-6.25111,31.50558,geonames,6546564,ADM3,Ighil N Oumgoun,exact
08.577.05.17.,Ikniouen,Tinghir,-5.5985,31.18929,geonames,6546565,ADM3,Ikniouen,exact
08.577.05.21.,M'Semrir,Tinghir,-5.88266,31.72992,geonames,6545955,ADM3,M Semrir,exact
08.577.05.25.,Souk Lakhmis Dades,Tinghir,-5.98662,31.24482,geonames,6545847,ADM3,Souk Lakhmis Dades,exact
08.577.05.29.,Tilmi,Tinghir,-5.72919,31.85202,geonames,6545958,ADM3,Tilmi,exact
08.577.07.01.,Ait El Farsi,Tinghir,-5.34239,31.26896,geonames,6546690,ADM3,Ait El Farsi,exact
08.577.07.19.,Imider,Tinghir,-5.81058,31.40483,geonames,6545954,ADM3,Imider,exact
08.577.07.23.,Ouaklim,Tinghir,-5.65448,31.45539,geonames,6545956,ADM3,Ouaklim,exact
08.577.07.27.,Taghzoute N'Ait Atta,Tinghir,-5.36092,31.4615,geonames,6545957,ADM3,Taghzoute N Ait Atta,exact
08.577.07.31.,Toudgha El Oulia,Tinghir,-5.54938,31.57898,geonames,6545912,ADM3,Toudgha El Oulia,exact
08.577.07.33.,Toudgha Essoufla,Tinghir,-5.48898,31.46538,geonames,6545959,ADM3,Toudgha Essoufla,exact
08.587.01.13.,Zagora (Mun.),Zagora,-5.83517,30.30452,geonames,6545905,ADM3,Zagora,exact
08.587.03.01.,Afella N'Dra,Zagora,-6.51974,30.79125,geonames,6546596,ADM3,Afella N Dra,exact
08.587.03.03.,Afra,Zagora,-6.28599,30.79406,geonames,6545667,ADM3,Afra,exact
08.587.03.05.,Ait Boudaoud,Zagora,-5.52234,30.61419,geonames,6545668,ADM3,Ait Boudaoud,exact
08.587.03.07.,Ait Ouallal,Zagora,-5.91311,30.87975,geonames,6545592,ADM3,Ait Ouallal,exact
08.587.03.21.,Mezguita,Zagora,-6.36985,30.68393,geonames,6545938,ADM3,Mezguita,exact
08.587.03.25.,N'Kob,Zagora,-5.84035,30.99635,geonames,6545835,ADM3,N Kob,exact
08.587.03.27.,Oulad Yahia Lagraire,Zagora,-6.22587,30.53048,geonames,6545939,ADM3,Oulad Yahia Lagraire,exact
08.587.03.31.,Taghbalte,Zagora,-5.39368,30.55803,geonames,6545848,ADM3,Taghbalte,exact
08.587.03.37.,Tamezmoute,Zagora,-6.10909,30.79452,geonames,6545940,ADM3,Tamezmoute,exact
08.587.03.39.,Tansifte,Zagora,-6.64491,30.65753,geonames,6545761,ADM3,Tansifte,exact
08.587.03.41.,Tazarine,Zagora,-5.50184,30.73864,geonames,11912605,ADM4,Tazarine,exact
08.587.07.09.,Bleida,Zagora,-6.37164,30.25129,geonames,6545460,ADM3,Bleida,exact
08.587.07.11.,Bni Zoli,Zagora,-5.85629,30.50465,geonames,6545941,ADM3,Bni Zoli,exact
08.587.07.13.,Bouzeroual,Zagora,-6.0294,30.51114,geonames,6546597,ADM3,Bouzeroual,exact
08.587.07.15.,Errouha,Zagora,-5.72234,30.47456,geonames,6545942,ADM3,Errouha,exact
08.587.07.29.,Taftechna,Zagora,-5.85237,30.65051,geonames,6545944,ADM3,Taftechna,exact
08.587.07.43.,Ternata,Zagora,-5.96203,30.30263,geonames,6545946,ADM3,Ternata,exact
08.587.07.45.,Tinzouline,Zagora,-6.17493,30.40149,geonames,11912591,ADM4,Tinzouline,exact
08.587.09.17.,Fezouata,Zagora,-5.60753,30.20117,geonames,6545943,ADM3,Fezouata,exact
08.587.09.19.,Ktaoua,Zagora,-5.27784,30.11274,geonames,6545906,ADM3,Ktaoua,exact
08.587.09.23.,M'Hamid El Ghizlane,Zagora,-5.95686,29.7328,geonames,6545907,ADM3,M Hamid El Ghizlane,exact
08.587.09.33.,Tagounite,Zagora,-5.52159,30.12455,geonames,11912587,ADM4,Tagounite,exact
08.587.09.35.,Tamegroute,Zagora,-5.76774,30.24672,geonames,6545945,ADM3,Tamegroute,exact
09.001.01.01.,Agadir (Mun.),Agadir-Ida -Ou-Tanane,-9.57347,30.41534,geonames,11882684,ADM3,Agadir,exact
09.001.05.01.,Amskroud,Agadir-Ida -Ou-Tanane,-9.36601,30.54747,geonames,11913272,ADM4,Amskroud,exact
09.001.05.09.,Drargua,Agadir-Ida -Ou-Tanane,-9.48082,30.4529,geonames,6545569,ADM3,Drargua,exact
09.001.05.11.,Idmine,Agadir-Ida -Ou-Tanane,-9.36871,30.61188,geonames,6545798,ADM3,Idmine,exact
09.001.07.03.,Aourir,Agadir-Ida -Ou-Tanane,-9.61163,30.52521,geonames,6545566,ADM3,Aourir,exact
09.001.07.05.,Aqesri,Agadir-Ida -Ou-Tanane,-9.51605,30.59368,geonames,6545567,ADM3,Aqesri,exact
09.001.07.07.,Aziar,Agadir-Ida -Ou-Tanane,-9.57416,30.79111,geonames,6545568,ADM3,Aziar,exact
09.001.07.13.,Imouzzer,Agadir-Ida -Ou-Tanane,-9.46468,30.75006,geonames,11913179,ADM4,Imouzzer,exact
09.001.07.15.,Imsouane,Agadir-Ida -Ou-Tanane,-9.81857,30.84386,geonames,6545800,ADM3,Imsouane,exact
09.001.07.21.,Tadrart,Agadir-Ida -Ou-Tanane,-9.46753,30.79756,geonames,6545423,ADM3,Tadrart,exact
